player,position,age,team,month,year,game,game_started,minutes_played,fg,fga,fg_p,tri_fg,tri_fga,tri_fg_p,two_fg,two_fga,two_fg_p,efg_p,ft,fta,fta_p,orb,drb,trb,assists,steals,blocks,tov,fouls,points
R.J. Hampton,PG,22,MIA,January,2024,8,2,9.5,0.5,1.8,0.286,0.1,1,0.125,0.4,0.8,0.5,0.321,0.1,0.3,0.5,0.3,0.5,0.8,1,0,0,0.4,1,1.3
Rayan Rupert,SG,19,POR,January,2024,14,0,7.5,1,2.9,0.35,0.4,1.1,0.375,0.6,1.7,0.333,0.425,0.4,0.6,0.625,0.4,0.9,1.4,0.7,0.1,0,0.4,0.4,2.8
Reggie Bullock,SF,32,HOU,January,2024,17,0,9.3,0.8,2.1,0.4,0.6,1.5,0.385,0.2,0.5,0.444,0.543,0.1,0.1,1,0.1,1.3,1.4,0.5,0.1,0.1,0.2,0.5,2.3
Reggie Jackson,PG,33,DEN,January,2024,45,14,23.1,4.6,9.7,0.47,1.4,3.6,0.378,3.2,6,0.526,0.541,0.9,1.2,0.75,0.4,1.7,2,4.1,0.6,0.2,1.5,1.8,11.4
Richaun Holmes,C,30,DAL,January,2024,18,1,9.8,1.4,2.7,0.521,0,0,0,1.4,2.7,0.521,0.521,0.5,1,0.5,1.6,1.9,3.5,0.5,0.1,0.3,0.6,1.2,3.3
Ricky Council IV,SG,22,PHI,January,2024,4,0,2.3,0,0.5,0,0,0.3,0,0,0.3,0,0,0.3,0.5,0.5,0,0,0,0,0,0,0,0.3,0.3
RJ Barrett,SG,23,TOT,January,2024,38,38,30.7,6.8,14.7,0.464,1.6,4.7,0.343,5.2,10.1,0.521,0.519,3.8,4.9,0.774,0.8,4.4,5.2,2.7,0.5,0.4,1.8,2.2,19.1
RJ Barrett,SG,23,NYK,January,2024,26,26,29.5,6.3,14.9,0.423,1.7,5,0.331,4.7,9.9,0.469,0.478,4,4.8,0.831,0.7,3.5,4.3,2.4,0.5,0.3,1.8,1.7,18.2
RJ Barrett,SG,23,TOR,January,2024,12,12,33.4,8,14.3,0.558,1.5,4,0.375,6.5,10.3,0.629,0.61,3.4,5.2,0.661,1,6.2,7.2,3.4,0.6,0.4,1.7,3.1,20.9
Robert Covington,SF-PF,33,TOT,January,2024,29,6,16.8,1.5,3.4,0.439,0.7,1.9,0.339,0.8,1.4,0.571,0.536,0.8,0.9,0.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4
Robert Covington,PF,33,LAC,January,2024,3,3,23,1,3,0.333,0.7,2.7,0.25,0.3,0.3,1,0.444,0.3,0.7,0.5,0.7,2,2.7,2.3,2,0.7,0,2.3,3
Robert Covington,SF,33,PHI,January,2024,26,3,16.1,1.5,3.4,0.449,0.7,1.8,0.354,0.9,1.6,0.561,0.545,0.8,0.9,0.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5
Robert Williams,C,26,POR,January,2024,6,0,19.8,2.8,4.3,0.654,0,0,0,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Robin Lopez,C,35,MIL,January,2024,12,0,2.8,0.3,0.6,0.429,0.2,0.4,0.4,0.1,0.2,0.5,0.571,0.2,0.2,1,0.1,0.2,0.3,0.3,0,0.1,0.1,0.3,0.8
Ron Harper Jr.,PF,23,TOR,January,2024,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Royce O'Neale,SF,30,BRK,January,2024,42,6,24.7,2.5,6.5,0.378,1.9,5.3,0.356,0.6,1.3,0.472,0.522,0.3,0.5,0.65,0.8,3.8,4.6,3,0.7,0.6,1,2.4,7.1
Rudy Gobert,C,31,MIN,January,2024,43,43,33,5,7.9,0.633,0,0,0,5,7.9,0.637,0.633,3.3,5.2,0.632,3.6,9,12.5,1.2,0.6,2.1,1.6,2.9,13.3
Rui Hachimura,PF,25,LAL,January,2024,31,7,23.1,4.3,9,0.475,1.1,3,0.359,3.2,6,0.532,0.534,1.5,2,0.762,0.8,2.6,3.5,1.1,0.7,0.3,0.7,1.3,11.1
Russell Westbrook,PG,35,LAC,January,2024,42,10,23.1,4.5,9.7,0.467,0.7,2.3,0.306,3.8,7.4,0.518,0.504,1.5,2.3,0.653,1.5,4.3,5.9,4.7,1.1,0.4,2.2,1.9,11.3
Ryan Arcidiacono,PG,29,NYK,January,2024,16,0,2.3,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.1,0,0,0.3,0
Ryan Rollins,PG,21,WAS,January,2024,10,0,6.6,1.3,2.5,0.52,0.2,0.3,0.667,1.1,2.2,0.5,0.56,1.3,1.7,0.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
Saben Lee,PG,24,PHO,January,2024,11,0,6.8,0.8,1.9,0.429,0,0.5,0,0.8,1.5,0.563,0.429,1.2,1.5,0.765,0.5,0.6,1.1,1.1,0.3,0.3,0.5,0.5,2.8
Saddiq Bey,SF,24,ATL,January,2024,44,32,32.3,4.3,10.5,0.413,1.8,5.6,0.316,2.6,4.9,0.523,0.497,2.3,2.7,0.825,2.5,4,6.4,1.4,1,0.1,0.9,1.6,12.7
Sam Hauser,SF,26,BOS,January,2024,43,5,21.8,2.8,6.4,0.437,2.2,5.5,0.403,0.6,0.9,0.641,0.61,0.3,0.3,0.846,0.7,2.9,3.7,1,0.4,0.3,0.5,1.4,8.1
Sam Merrill,SG,27,CLE,January,2024,27,0,16.6,3,6.9,0.428,2.6,6,0.432,0.4,0.9,0.4,0.615,0.4,0.4,0.909,0.5,1.7,2.2,1.7,0.3,0,0.4,1.3,8.9
Sandro Mamukelashvili,C,24,SAS,January,2024,25,0,7,1,2.4,0.407,0.3,1.3,0.25,0.6,1.1,0.593,0.475,0.5,0.6,0.75,0.6,1.4,2,1,0.2,0.3,0.3,0.8,2.7
Santi Aldama,PF,23,MEM,January,2024,33,7,23.2,3.9,9,0.432,1.5,4.5,0.333,2.4,4.4,0.534,0.517,1,1.7,0.618,1.2,4.4,5.5,1.8,0.7,0.8,1.1,1.6,10.3
Sasha Vezenkov,PF,28,SAC,January,2024,33,0,12.7,2.2,4.8,0.456,1.1,2.9,0.375,1.1,1.9,0.581,0.57,0.2,0.3,0.7,0.9,1.7,2.6,0.4,0.5,0.2,0.3,0.9,5.7
Scoot Henderson,PG,19,POR,January,2024,35,15,27.2,4.5,12.2,0.364,1.2,4,0.291,3.3,8.2,0.401,0.412,2.3,3,0.762,0.9,2.1,3,4.7,0.6,0.2,3.2,3.1,12.4
Scottie Barnes,SG,22,TOR,January,2024,44,44,35.2,7.6,15.8,0.48,2,5.5,0.367,5.6,10.3,0.54,0.543,3,4,0.753,2.3,6.1,8.4,5.7,1.3,1.6,2.7,2.1,20.2
Scotty Pippen Jr.,PG,23,MEM,January,2024,2,0,14.5,3,4.5,0.667,0.5,0.5,1,2.5,4,0.625,0.722,2.5,2.5,1,0.5,3,3.5,3.5,0,0,1.5,0.5,9
Seth Curry,SG,33,DAL,January,2024,33,3,12.8,1.5,4,0.364,0.8,2.2,0.378,0.6,1.8,0.345,0.47,0.4,0.5,0.875,0.4,1,1.4,0.8,0.5,0.1,0.4,0.9,4.2
Seth Lundy,SF,23,ATL,January,2024,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0,0,0,0.1,0.7,1.6
Shaedon Sharpe,SG,20,POR,January,2024,32,25,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.6,7.9,0.457,0.475,3.1,3.7,0.824,1.3,3.7,5,2.9,0.9,0.4,2.3,2.8,15.9
Shai Gilgeous-Alexander,PG,25,OKC,January,2024,43,43,34.4,11,20,0.546,1.1,3.4,0.329,9.8,16.7,0.591,0.574,8.1,9.1,0.89,0.9,4.7,5.6,6.4,2.3,0.8,2.1,2.6,31.1
Shake Milton,SG,27,MIN,January,2024,35,0,13.3,1.7,4.3,0.396,0.4,1.5,0.25,1.3,2.8,0.474,0.44,1,1.3,0.818,0.2,1.2,1.4,1.4,0.5,0.1,0.8,1.2,4.8
Shaquille Harrison,SG,30,MEM,January,2024,3,0,2,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0,0,0,0.7,0.7,0,0,0.3,0,0,0.7
Sidy Cissoko,SF,19,SAS,January,2024,5,0,6.4,0.2,1.2,0.167,0,0.8,0,0.2,0.4,0.5,0.167,0.8,0.8,1,0,1.2,1.2,0,0.6,0,0.2,0.4,1.2
Simone Fontecchio,SF,28,UTA,January,2024,43,27,22.9,3.3,7.1,0.456,1.9,4.7,0.399,1.4,2.4,0.567,0.588,0.7,0.9,0.789,0.9,2.4,3.3,1.4,0.6,0.4,1.1,1.7,9.1
Skylar Mays,PG-SG,26,TOT,January,2024,24,5,15.9,2.5,6.2,0.399,0.7,2.1,0.314,1.8,4,0.443,0.453,0.5,0.7,0.765,0.4,1.2,1.6,3.3,0.7,0.1,0.8,1,6.1
Skylar Mays,PG,26,POR,January,2024,21,5,17,2.5,6.6,0.384,0.7,2.3,0.286,1.9,4.2,0.438,0.435,0.6,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1,6.3
Skylar Mays,SG,26,LAL,January,2024,3,0,8.7,2,3.3,0.6,0.7,0.7,1,1.3,2.7,0.5,0.7,0,0,0,0.3,0.3,0.7,1.3,0.7,0,0,1,4.7
Spencer Dinwiddie,PG,30,BRK,January,2024,41,41,30.5,4.2,10.7,0.395,2,6,0.328,2.2,4.7,0.482,0.487,2.8,3.5,0.786,0.6,2.9,3.5,6,0.8,0.2,1.5,1.7,13.2
Stanley Umude,SG,24,DET,January,2024,15,0,10.3,1.3,2.9,0.455,0.9,1.8,0.519,0.4,1.1,0.353,0.614,1.4,1.5,0.913,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5
Stephen Curry,PG,35,GSW,January,2024,38,38,33.2,8.4,18.9,0.446,4.5,11.3,0.401,3.9,7.6,0.512,0.565,5.3,5.7,0.926,0.4,3.7,4.2,5,0.8,0.4,3,1.9,26.7
Svi Mykhailiuk,SF,26,BOS,January,2024,19,0,7.9,0.8,2.7,0.294,0.5,2.1,0.25,0.3,0.6,0.455,0.392,0.2,0.3,0.5,0.3,0.6,0.9,0.3,0.3,0,0.3,0.6,2.3
T.J. McConnell,PG,31,IND,January,2024,36,3,16.8,3.6,6.8,0.529,0.1,0.5,0.118,3.5,6.3,0.559,0.533,0.9,1.2,0.75,0.5,2.1,2.6,5.4,1,0.1,1.5,1,8.1
Taj Gibson,PF,38,NYK,January,2024,10,0,9.7,0.7,1.4,0.5,0,0.4,0,0.7,1,0.7,0.5,0,0,0,0.6,1.2,1.8,0.5,0.1,0.6,0.2,2,1.4
Talen Horton-Tucker,PG,23,UTA,January,2024,31,11,21.5,4,9.9,0.408,1.2,3.6,0.327,2.8,6.2,0.456,0.469,1.7,2.1,0.8,0.4,2.2,2.5,4.1,1.1,0.4,1.6,2,10.9
Tari Eason,PF,22,HOU,January,2024,22,0,21.8,4,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,0.513,1,1.5,0.636,2.1,4.9,7,1.2,1.4,0.9,0.9,2.3,9.8
Taurean Prince,PF,29,LAL,January,2024,42,42,30.7,3.5,8.2,0.425,2.1,5.5,0.385,1.4,2.7,0.504,0.553,0.7,0.9,0.744,0.3,2.6,2.8,1.8,0.9,0.5,0.9,2.2,9.8
Taylor Hendricks,PF,20,UTA,January,2024,13,0,13.9,1.8,4.5,0.397,0.9,2.7,0.343,0.8,1.8,0.478,0.5,0.5,0.6,0.75,0.8,1.4,2.2,0.5,0.7,0.5,0.7,0.9,4.9
Taze Moore,SG,25,POR,January,2024,1,0,4,1,2,0.5,0,1,0,1,1,1,0.5,0,0,0,0,0,0,0,1,0,0,1,2
Terance Mann,SG,27,LAC,January,2024,36,32,25.1,2.9,6.4,0.45,0.9,3.1,0.304,1.9,3.3,0.588,0.524,0.8,1.1,0.75,1.2,2,3.2,1.8,0.6,0.3,0.7,1.9,7.6
Terquavion Smith,PG,21,PHI,January,2024,3,0,1,0.7,1,0.667,0.7,0.7,1,0,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Terry Rozier,SG-PG,29,TOT,January,2024,31,30,35.3,8.2,18.1,0.455,2.7,7.6,0.354,5.5,10.4,0.529,0.53,3.6,4.2,0.847,0.6,3.3,3.9,6.5,1.1,0.4,2.2,1.7,22.7
Terry Rozier,SG,29,CHO,January,2024,30,30,35.5,8.4,18.3,0.459,2.8,7.7,0.358,5.6,10.6,0.533,0.535,3.6,4.3,0.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2
Terry Rozier,PG,29,MIA,January,2024,1,0,29,3,11,0.273,1,5,0.2,2,6,0.333,0.318,2,2,1,2,2,4,5,2,0,3,2,9
Terry Taylor,PF,24,CHI,January,2024,16,0,6.8,0.8,1.4,0.591,0,0.3,0,0.8,1.1,0.765,0.591,0.1,0.1,1,0.8,0.5,1.3,0.3,0.2,0.1,0.4,0.8,1.7
Théo Maledon,PG,22,CHO,January,2024,13,1,15.4,1.5,5.1,0.288,0.4,2.3,0.167,1.1,2.8,0.389,0.326,0.8,0.9,0.917,0.3,1.5,1.8,2.2,0.5,0,1.2,1.4,4.2
Thaddeus Young,PF,35,TOR,January,2024,16,3,12.4,1.8,3.3,0.528,0.1,0.3,0.25,1.7,3.1,0.551,0.538,0.3,0.4,0.571,0.9,1.6,2.5,2,0.9,0.1,0.4,1.4,3.8
Thanasis Antetokounmpo,PF,31,MIL,January,2024,18,0,4.1,0.4,0.8,0.5,0,0,0,0.4,0.8,0.5,0.5,0,0,0,0.2,0.2,0.4,0.5,0.1,0.2,0.4,0.8,0.8
Thomas Bryant,C,26,MIA,January,2024,23,3,10.6,1.8,3.2,0.562,0,0.1,0,1.8,3,0.586,0.562,0.7,0.9,0.85,1,2.1,3.1,0.6,0.3,0.2,0.7,1.1,4.3
Tim Hardaway Jr.,SF,31,DAL,January,2024,41,8,29.8,6.2,14.7,0.421,3.3,8.9,0.367,2.9,5.8,0.504,0.532,2.5,2.8,0.871,0.3,3.3,3.6,1.7,0.5,0,1,1.5,18.1
Tobias Harris,PF,31,PHI,January,2024,41,41,34.1,6.7,13.1,0.509,1.2,3.5,0.359,5.4,9.6,0.563,0.557,3.1,3.5,0.902,1,5,6,3.2,1,0.5,1.5,1.7,17.7
Torrey Craig,SF,33,CHI,January,2024,27,7,21.2,2.2,5.1,0.424,1.1,2.8,0.382,1.1,2.3,0.476,0.529,0.7,0.9,0.783,1.9,3,4.8,1,0.6,0.4,0.6,2.5,6.1
Toumani Camara,PF,23,POR,January,2024,43,29,24.3,2.5,6.1,0.407,0.7,2.7,0.281,1.7,3.5,0.503,0.468,1,1.4,0.689,1.9,3,4.9,1,1,0.5,1.1,2.7,6.7
Trae Young,PG,25,ATL,January,2024,39,39,36.3,8.3,19.7,0.422,3.3,9,0.364,5,10.6,0.472,0.506,7,8.2,0.858,0.5,2.5,3,10.8,1.4,0.2,4.3,2,26.9
Trayce Jackson-Davis,PF,23,GSW,January,2024,31,3,14.5,2.9,4.3,0.682,0,0,0,2.9,4.3,0.682,0.682,1.1,1.9,0.576,1.7,2.6,4.4,1,0.4,0.9,0.7,1.7,6.9
Tre Jones,PG,24,SAS,January,2024,39,10,25.3,3.7,7.5,0.498,0.6,2.2,0.264,3.2,5.3,0.597,0.538,1.4,1.5,0.898,0.7,2.5,3.2,5.5,0.9,0.1,1.4,1.3,9.4
Tre Mann,PG,22,OKC,January,2024,13,0,9.2,1.5,3.1,0.5,0.6,1.5,0.421,0.9,1.6,0.571,0.6,0.1,0.1,1,0.3,1.5,1.8,1.5,0.2,0,0.7,0.2,3.8
Trendon Watford,PF,23,BRK,January,2024,31,0,12.2,2.3,4.4,0.533,0.3,0.9,0.357,2,3.5,0.579,0.57,0.8,0.9,0.828,0.9,1.9,2.9,1.6,0.5,0.2,0.8,1.6,5.7
Trent Forrest,SG,25,ATL,January,2024,18,0,10.9,0.8,2.6,0.326,0.1,0.3,0.333,0.7,2.2,0.325,0.348,0.4,0.6,0.8,0.3,1.2,1.4,1.9,0.4,0.1,0.6,0.9,2.2
Trevelin Queen,SG,26,ORL,January,2024,10,0,14.9,1.4,3.4,0.412,0.3,1.4,0.214,1.1,2,0.55,0.456,0.9,1.2,0.75,0.3,1.5,1.8,1.7,0.7,0.5,0.7,1.4,4
Trey Jemison,C,24,WAS,January,2024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trey Lyles,PF,28,SAC,January,2024,28,0,20.3,2.4,5.4,0.447,1.5,4,0.387,0.9,1.4,0.615,0.59,0.7,1.1,0.625,1,3.9,4.9,1.3,0.1,0.3,0.6,1.6,7
Trey Murphy III,SF,23,NOP,January,2024,20,2,25.6,4.4,10.1,0.433,2.6,7,0.371,1.8,3.1,0.574,0.562,1.9,2.4,0.792,0.5,3.2,3.7,2,0.8,0.4,0.6,1.2,13.2
Tristan Thompson,PF,32,CLE,January,2024,36,0,12.4,1.7,2.6,0.649,0,0,0,1.7,2.6,0.656,0.649,0.4,1.2,0.31,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8
Troy Brown Jr.,SF,24,MIN,January,2024,34,3,11.6,1.5,3.3,0.442,0.9,2.4,0.37,0.6,0.9,0.625,0.575,0.6,0.6,0.864,0.4,1.6,2,1,0.2,0.1,0.5,0.7,4.4
Ty Jerome,SG,26,CLE,January,2024,2,0,7.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,0,0.5,0,0.5,1.5,0,0,0.5,1,2
Tyler Herro,SG,24,MIA,January,2024,25,25,34.2,8.2,18.7,0.438,3.2,8.1,0.399,5,10.6,0.468,0.525,2.2,2.6,0.848,0.6,5,5.6,4.1,1.1,0.1,2.5,1.6,21.9
Tyrese Haliburton,PG,23,IND,January,2024,34,34,33.4,8.4,16.9,0.496,3.4,8.4,0.4,5,8.5,0.59,0.595,3.5,4.1,0.862,0.6,3.5,4.1,12.6,1.1,0.6,2.5,1.1,23.6
Tyrese Maxey,PG,23,PHI,January,2024,41,41,37.7,8.9,19.7,0.449,3.1,8.2,0.379,5.7,11.5,0.499,0.528,4.9,5.7,0.86,0.6,3.1,3.7,6.7,1,0.5,1.6,2.1,25.8
TyTy Washington Jr.,PG,22,MIL,January,2024,2,0,3,0.5,1.5,0.333,0.5,1,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,1,0,1.5
Tyus Jones,PG,27,WAS,January,2024,43,43,28.3,5.2,10.2,0.507,1.6,3.7,0.416,3.6,6.4,0.56,0.583,0.5,0.7,0.733,0.3,2.5,2.9,6,1.2,0.3,0.8,0.7,12.4
Udoka Azubuike,C,24,PHO,January,2024,11,0,8.3,1.4,1.7,0.789,0,0,0,1.4,1.7,0.789,0.789,0.3,0.8,0.333,0.8,1.5,2.3,0.3,0,0.5,0.4,1.5,3
Usman Garuba,PF,21,GSW,January,2024,2,0,3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0
Vasilije Micić,PG,30,OKC,January,2024,24,0,11.9,1.3,3,0.411,0.4,1.5,0.25,0.9,1.5,0.568,0.473,0.4,0.5,0.769,0,0.7,0.7,2.5,0.4,0.1,0.8,0.9,3.3
Victor Wembanyama,C,20,SAS,January,2024,38,38,28.5,7.5,16.2,0.465,1.4,4.9,0.294,6.1,11.3,0.54,0.51,3.9,4.8,0.804,2.2,7.8,10.1,2.9,1.1,3.2,3.2,2.3,20.4
Vince Williams Jr.,SG,23,MEM,January,2024,34,15,24.2,2.5,5.8,0.429,1.5,3.9,0.383,1,1.9,0.524,0.559,1.6,1.9,0.831,1.3,4.1,5.4,2.1,0.8,0.6,1.1,2.4,8
Walker Kessler,C,22,UTA,January,2024,37,13,24,3.8,5.8,0.648,0.1,0.4,0.25,3.7,5.4,0.68,0.657,0.8,1.6,0.483,2.6,5.1,7.6,0.8,0.5,2.7,1,2.1,8.5
Wendell Carter Jr.,C,24,ORL,January,2024,18,12,24.8,3.9,7.7,0.507,1.1,2.6,0.435,2.8,5.1,0.543,0.58,1.8,2.4,0.744,1.8,4.8,6.7,1.6,0.5,0.5,1.2,2.1,10.7
Wendell Moore Jr.,SG,22,MIN,January,2024,11,0,2.8,0.3,0.5,0.6,0,0.2,0,0.3,0.3,1,0.6,0,0,0,0,0.3,0.3,0.1,0.4,0.1,0.2,0.3,0.5
Wesley Matthews,SG,37,ATL,January,2024,19,1,11.2,0.5,2.1,0.256,0.3,1.6,0.2,0.2,0.5,0.444,0.333,0.7,1,0.737,0.2,1.2,1.4,0.6,0.5,0.2,0.3,1.4,2.1
Xavier Moon,SG,29,LAC,January,2024,2,0,6,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,0,0,1,1,1.5,0,0,0.5,0.5,1
Xavier Tillman Sr.,C,25,MEM,January,2024,31,12,20.5,2.6,6.3,0.41,0.4,1.6,0.235,2.2,4.6,0.472,0.441,0.5,1.1,0.4,1.6,3.1,4.7,1.7,1.2,1,0.9,1.7,6
Yuta Watanabe,SF,29,PHO,January,2024,26,0,14.3,1.2,3.6,0.344,0.9,2.8,0.315,0.3,0.8,0.45,0.468,0.4,0.6,0.667,0.4,1.3,1.7,0.4,0.3,0.3,0.6,1.3,3.7
Zach Collins,C,26,SAS,January,2024,35,24,25.5,4.7,9.8,0.484,1,3.4,0.3,3.7,6.4,0.583,0.536,1.9,2.5,0.764,1.9,3.9,5.7,3.3,0.6,0.7,2.3,3.3,12.5
Zach LaVine,SG,28,CHI,January,2024,25,23,34.9,6.8,15,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5
Zeke Nnaji,PF,23,DEN,January,2024,35,0,9.5,1.2,2.5,0.477,0.1,0.4,0.333,1,2,0.507,0.506,0.7,1.1,0.641,1.1,1,2.1,0.5,0.3,0.6,0.7,1.6,3.2
Ziaire Williams,SF,22,MEM,January,2024,42,9,18.7,2.6,7,0.38,1.1,3.5,0.313,1.5,3.5,0.448,0.459,1.2,1.4,0.831,0.7,2.7,3.4,1.3,0.6,0.2,1.2,1.7,7.5
Zion Williamson,PF,23,NOP,January,2024,36,36,30.3,8.7,14.8,0.589,0.1,0.3,0.4,8.6,14.5,0.593,0.593,4.4,6.7,0.654,1.8,3.8,5.6,4.8,0.9,0.4,2.5,2.6,21.9
A.J. Green,SG,24,MIL,December,2023,20,0,7.4,1.1,2.4,0.438,0.9,2.1,0.429,0.2,0.3,0.5,0.625,0.1,0.1,1,0.2,0.6,0.8,0.7,0,0,0,0.8,3.1
A.J. Lawson,SG,23,DAL,December,2023,13,0,9.8,1.7,3.4,0.5,0.5,1.8,0.304,1.2,1.6,0.714,0.58,0.4,0.6,0.625,0.5,0.8,1.2,0.5,0.5,0.1,0.5,0.5,4.3
Aaron Gordon,PF,28,DEN,December,2023,28,28,32,5.5,10.5,0.525,0.5,1.9,0.25,5.1,8.7,0.584,0.547,2,3.4,0.606,2.8,4,6.9,3.4,1,0.6,1.5,1.6,13.6
Aaron Holiday,PG,27,HOU,December,2023,25,1,18,2.5,5.6,0.453,1.3,3,0.427,1.2,2.6,0.484,0.568,0.6,0.7,0.882,0.3,1.6,1.9,1.6,0.5,0.1,0.6,1.8,6.9
Aaron Nesmith,SF,24,IND,December,2023,26,1,24.8,4.2,7.9,0.532,2,4.3,0.464,2.2,3.6,0.613,0.659,1.2,1.7,0.682,0.9,2.2,3.1,1,1.1,0.7,0.8,3.3,11.5
Aaron Wiggins,SG,25,OKC,December,2023,25,0,12.1,1.9,3.2,0.588,0.5,1,0.48,1.4,2.2,0.636,0.663,0.7,1,0.72,0.6,1.6,2.2,0.7,0.4,0,0.6,1,5
Admiral Schofield,PF,26,ORL,December,2023,8,0,3.5,0.4,1.3,0.3,0.1,0.8,0.167,0.3,0.5,0.5,0.35,0,0.3,0,0,0.6,0.6,0.3,0,0,0.5,0.8,0.9
AJ Griffin,SF,20,ATL,December,2023,12,0,9.2,0.8,2.8,0.294,0.7,2.1,0.32,0.2,0.8,0.222,0.412,0.2,0.2,1,0.2,0.8,1,0.3,0.1,0,0.3,0.5,2.5
Al Horford,C,37,BOS,December,2023,25,10,26.5,2.8,6.1,0.467,1.4,3.9,0.371,1.4,2.2,0.636,0.586,0.4,0.4,1,1.6,5.6,7.1,2.8,0.4,1,0.9,1.7,7.5
Alec Burks,SG,32,DET,December,2023,22,0,17.5,2.5,7.7,0.325,1.5,4.6,0.327,1,3.1,0.324,0.423,2.4,2.7,0.881,0.5,1.6,2.1,1.4,0.4,0.2,0.4,1.4,8.9
Aleksej Pokusevski,PF,22,OKC,December,2023,7,0,6.1,0.3,1.6,0.182,0.1,1.1,0.125,0.1,0.4,0.333,0.227,0.1,0.3,0.5,0.3,0.9,1.1,0.7,0,0.1,0.4,0.7,0.9
Alex Caruso,SG,29,CHI,December,2023,25,13,23.5,3.5,6.4,0.547,1.6,3.4,0.464,1.9,3,0.64,0.67,1,1.4,0.765,1.1,2.3,3.4,2.3,1.2,0.8,1.4,2.4,9.6
Alex Fudge,SF,20,LAL,December,2023,4,0,3.5,0.3,1.5,0.167,0,0.5,0,0.3,1,0.25,0.167,0.5,0.5,1,0.5,0,0.5,0,0,0,0.3,0.3,1
Alex Len,C,30,SAC,December,2023,6,0,6.8,1,1.3,0.75,0,0.2,0,1,1.2,0.857,0.75,0.5,1.2,0.429,1.2,1.5,2.7,0.8,0.2,0.8,0.3,0.3,2.5
Alperen Şengün,C,21,HOU,December,2023,27,27,31.9,8.1,15.2,0.533,0.7,2.2,0.317,7.4,13,0.57,0.556,3.5,5,0.701,2.6,6.7,9.2,5.2,0.9,0.9,2.4,3.2,20.4
Amari Bailey,PG,19,CHO,December,2023,2,0,5.5,1,3,0.333,0,1,0,1,2,0.5,0.333,0.5,1,0.5,1,0,1,0,0,0,0.5,0,2.5
Amen Thompson,SF,21,HOU,December,2023,8,0,14.8,1.9,4.5,0.417,0.3,1.9,0.133,1.6,2.6,0.619,0.444,1,1.8,0.571,0.4,2.6,3,1.4,0.5,0.1,1.1,1.9,5
Amir Coffey,SF,26,LAC,December,2023,17,4,13,1.2,2.8,0.417,0.5,1.6,0.286,0.7,1.2,0.6,0.5,0.6,0.6,0.909,0.4,1.2,1.6,0.6,0.1,0,0.5,1.1,3.4
Andre Drummond,C,30,CHI,December,2023,31,0,13.5,2.4,4.7,0.514,0,0,0,2.4,4.7,0.517,0.514,1.4,2.3,0.606,2.8,4,6.8,0.5,1.1,0.4,1,1.6,6.2
Andre Jackson Jr.,SG,22,MIL,December,2023,24,5,10.5,1,1.9,0.556,0.5,1,0.44,0.6,0.8,0.7,0.678,0.1,0.2,0.75,0.9,0.9,1.8,1,0.3,0,0.5,1.8,2.7
Andrew Nembhard,PG,24,IND,December,2023,19,3,18.9,3.3,6.7,0.484,0.6,2.2,0.293,2.6,4.6,0.575,0.531,0.3,0.5,0.667,0.5,1.1,1.6,4,0.9,0.1,1.3,1.9,7.5
Andrew Wiggins,SF,28,GSW,December,2023,26,21,26.7,4.8,11.2,0.428,1,3.2,0.31,3.8,8,0.476,0.473,2.1,3,0.692,1.9,2.6,4.5,1.2,0.3,0.4,1.7,2.5,12.7
Anfernee Simons,SG,24,POR,December,2023,10,10,34.1,9.2,20.3,0.453,3.7,9.3,0.398,5.5,11,0.5,0.544,4.8,5.2,0.923,0.7,2.3,3,5.5,0.9,0.1,2.4,2,26.9
